img_path,x,y,face_roi,eyes_roi,opt_path
camera_output/circle1/000059_fc_178_processed.jpg,419.1759873309329,163.61242619658017,"[181, 97, 1048, 1048]","[303, 190, 643, 200]","[array([[428, 194,   2,   0],
       [462, 196,   2,   0],
       [866, 202,   2,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[322,  98,   2,   0],
       [446,  98,   2,   0],
       [826,  98,   2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000060_fc_180_processed.jpg,412.7142134746487,179.28890751185895,"[188, 97, 1033, 1033]","[304, 181, 642, 205]","[array([[430, 182,   0,   0],
       [432, 194,   0,   0],
       [514, 202,   0,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[348,  98,   0,   0],
       [450,  98,   0,   0],
       [386, 100,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000061_fc_183_processed.jpg,405.66640889833207,194.71080877117495,"[181, 87, 1060, 1060]","[314, 186, 639, 197]","[array([[948, 196,  -8,  -2],
       [354, 196,   0,   0],
       [428, 198,   0,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 992,   88,    0,   -2],
       [1036,   90,    0,   -4],
       [1088,   88,    0,   -2],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000062_fc_185_processed.jpg,398.0425810838086,209.85623175148623,"[183, 84, 1050, 1050]","[314, 182, 634, 197]","[array([[748, 190,  -2,  -2],
       [778, 194,  -2,  -2],
       [426, 196,  -2,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 784,   86,   -2,   -2],
       [1082,   86,    0,   -2],
       [ 464,   88,   -2,   -2],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000063_fc_188_processed.jpg,389.8535554331547,224.70367081318895,"[177, 81, 1065, 1065]","[313, 186, 635, 194]","[array([[744, 186,  -2,   0],
       [774, 190,  -2,   0],
       [490, 194,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[1030,   82,    0,   -2],
       [ 318,   84,   -2,   -2],
       [ 660,   82,   -2,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000064_fc_191_processed.jpg,381.1109598972424,239.2320434369032,"[174, 81, 1060, 1060]","[303, 187, 647, 201]","[array([[484, 192,  -2,   0],
       [444, 194,  -4,   0],
       [422, 196,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 454,   82,   -2,    0],
       [ 508,   82,   -2,    0],
       [1064,   82,   -2,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000065_fc_193_processed.jpg,371.8272084647097,253.42072015945175,"[171, 82, 1057, 1057]","[306, 196, 628, 175]","[array([[478, 196,  -4,  -2],
       [416, 198,  -4,   0],
       [628, 200,  -4,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 502,   82,   -2,    0],
       [1060,   82,   -2,    0],
       [1096,   84,   -2,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000066_fc_196_processed.jpg,362.0154835348029,267.2495538665252,"[162, 75, 1061, 1061]","[302, 200, 637, 180]","[array([[760, 204,  -4,  -2],
       [646, 208,  -4,   0],
       [528, 212,  -6,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[918,  76,  -6,  -2],
       [968,  76,  -4,  -2],
       [258,  76,  -4,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000067_fc_199_processed.jpg,351.6897171991188,280.6989084004384,"[156, 76, 1061, 1061]","[282, 196, 627, 188]","[array([[838, 218,  -2, -28],
       [396, 198,  -6,  -2],
       [438, 202,  -4,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 370,   76,   -6,   -2],
       [ 712,   76,   -6,   -2],
       [1072,   76,   -4,   -2],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000068_fc_202_processed.jpg,340.8645714588266,293.7496864423591,"[149, 67, 1073, 1073]","[285, 202, 629, 179]","[array([[760, 206,  22, -16],
       [770, 204,  -4,  -4],
       [784, 206, -22,  -4],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[348,  68,  -4,  -2],
       [160,  70,  -4,  -2],
       [354,  70,  -4,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000069_fc_205_processed.jpg,329.5554174054605,306.3833566294138,"[144, 60, 1078, 1078]","[281, 196, 634, 187]","[array([[770, 198, -20,  -6],
       [756, 196,   0,  -4],
       [770, 198,  -2,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 984,   60,   -2,   -2],
       [1060,   60,    0,   -2],
       [ 892,   64,   -2,   -2],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000070_fc_208_processed.jpg,317.7783133948424,318.5819798681701,"[140, 54, 1086, 1086]","[279, 180, 618, 208]","[array([[486, 180,  -2,  -4],
       [706, 180,  -2,  -4],
       [712, 180,  -2,  -4],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 640,   54,   -2,   -4],
       [1006,   54,    0,   -4],
       [ 546,   56,   -2,   -4],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000071_fc_211_processed.jpg,305.5499822451306,330.32823480712966,"[135, 49, 1077, 1077]","[281, 182, 616, 195]","[array([[662, 184,  -2,  -2],
       [284, 186,  -2,  -2],
       [510, 190,  -2,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[890,  50,   0,  -2],
       [174,  52,  -2,  -2],
       [548,  52,  -2,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000072_fc_214_processed.jpg,292.8877874913682,341.6054424320622,"[137, 48, 1076, 1076]","[275, 177, 624, 212]","[array([[810, 184,   6, -14],
       [788, 196,  10, -24],
       [736, 182,  -2,  -6],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[170,  48,   0,   0],
       [596,  48,   0,   2],
       [890,  48,   0,   2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000073_fc_217_processed.jpg,279.8097087302507,352.3975897492577,"[135, 49, 1076, 1076]","[276, 186, 625, 200]","[array([[736, 186,   0,   0],
       [544, 186,  -2,   2],
       [852, 192,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[432,  52,  -2,   0],
       [890,  52,  -2,   0],
       [484,  52,  -2,   2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000074_fc_219_processed.jpg,266.3343160901205,362.68935252306704,"[131, 48, 1090, 1090]","[274, 189, 621, 203]","[array([[652, 190,  -2,   0],
       [438, 190,   0,   2],
       [876, 194,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[620,  48,  -2,   0],
       [578,  48,  -2,   2],
       [800,  50,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000075_fc_222_processed.jpg,252.48074386244087,372.4661170354457,"[135, 57, 1077, 1077]","[264, 188, 625, 205]","[array([[884, 188,   0,   0],
       [514, 188,   0,   2],
       [556, 190,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[916,  58,   0,   0],
       [424,  60,   0,   0],
       [476,  60,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000076_fc_225_processed.jpg,238.26866333218948,381.7140008366023,"[131, 50, 1096, 1096]","[273, 192, 624, 201]","[array([[286, 196,   0,   0],
       [626, 200,   0,  -2],
       [682, 198,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[206,  50,   0,   0],
       [956,  50,   0,   0],
       [186,  52,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000077_fc_228_processed.jpg,223.71825484575223,390.4198724572879,"[138, 52, 1077, 1077]","[269, 186, 615, 196]","[array([[794, 194,   2, -12],
       [628, 186,   0,   0],
       [882, 186,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[792,  52,   0,   0],
       [910,  54,   0,   0],
       [322,  56,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000078_fc_231_processed.jpg,208.8501791559786,398.5713700547362,"[138, 52, 1072, 1072]","[272, 186, 611, 196]","[array([[424, 186,   0,   0],
       [552, 186,   0,   0],
       [292, 190,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[206,  52,   0,   0],
       [524,  52,   0,   0],
       [570,  52,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000079_fc_233_processed.jpg,193.68554808508736,406.1569189657776,"[138, 54, 1071, 1071]","[269, 185, 613, 196]","[array([[424, 186,   0,   0],
       [554, 186,   0,   0],
       [292, 188,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[282,  54,   0,   0],
       [330,  56,   0,   0],
       [810,  56,   2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000080_fc_236_processed.jpg,178.24589454707868,413.165748142202,"[139, 52, 1076, 1076]","[271, 186, 611, 192]","[array([[770, 196, -28, -16],
       [470, 188,   0,   0],
       [508, 188,   0,   2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[526,  52,   0,   0],
       [572,  52,   0,   0],
       [914,  52,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000081_fc_239_processed.jpg,162.5531419722212,419.5879054450363,"[137, 51, 1081, 1081]","[275, 185, 616, 197]","[array([[772, 196,   2, -10],
       [294, 188,   0,   0],
       [426, 186,   2,   2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[886,  52,   0,  -2],
       [326,  54,   0,   0],
       [332,  56,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000082_fc_242_processed.jpg,146.62957317702686,425.4142717760145,"[138, 53, 1075, 1075]","[275, 186, 610, 193]","[array([[554, 186,   2,   0],
       [294, 188,   0,   0],
       [508, 188,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[326,  54,   0,   0],
       [588,  54,   0,   0],
       [332,  56,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000083_fc_245_processed.jpg,130.49779872391844,430.6365740261799,"[140, 55, 1070, 1070]","[272, 182, 612, 196]","[array([[770, 182,   2,   0],
       [776, 184,   0,   0],
       [426, 186,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 332,   56,    0,    0],
       [ 236,   58,    0,    0],
       [1054,   60,    0,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000084_fc_248_processed.jpg,114.18072481551636,435.2473968232288,"[138, 51, 1075, 1075]","[276, 183, 607, 197]","[array([[428, 186,   0,   0],
       [556, 186,  -2,   0],
       [510, 190,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[528,  52,   0,   0],
       [572,  52,   0,   0],
       [916,  52,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000085_fc_251_processed.jpg,97.701520769133,439.2401930609181,"[136, 50, 1075, 1075]","[277, 187, 609, 193]","[array([[648, 188,  -2,  -2],
       [294, 188,   0,   0],
       [508, 190,   0,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[ 680,   50,    0,    0],
       [ 886,   50,    0,    0],
       [1064,   50,    0,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000086_fc_253_processed.jpg,81.08358611765958,442.6092931955834,"[135, 51, 1081, 1081]","[275, 187, 611, 194]","[array([[804, 188,   8, -26],
       [622, 188,   8,  -8],
       [740, 200,  14, -20],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[326,  54,   0,   0],
       [814,  54,  -2,   0],
       [236,  58,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000087_fc_256_processed.jpg,64.35051738355959,445.3499132965696,"[138, 50, 1076, 1076]","[276, 184, 607, 195]","[array([[770, 194,   4, -10],
       [426, 186,   0,   0],
       [622, 190,  -2,  -4],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[258,  50,   0,   0],
       [524,  50,  -2,   0],
       [884,  50,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000088_fc_259_processed.jpg,47.526074573148406,447.45816183913934,"[136, 52, 1073, 1073]","[274, 186, 609, 195]","[array([[738, 200,  14, -20],
       [426, 188,   0,   0],
       [468, 188,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[192,  52,   0,   0],
       [524,  52,   0,   0],
       [568,  52,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000089_fc_262_processed.jpg,30.634147438735123,448.9310452302177,"[132, 50, 1083, 1083]","[276, 190, 614, 196]","[array([[292, 190,   0,   0],
       [872, 190,   0,   0],
       [544, 192,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[284,  50,   0,   0],
       [676,  50,   0,   0],
       [566,  52,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000090_fc_265_processed.jpg,13.698721556532275,449.76647205912366,"[138, 54, 1070, 1070]","[267, 181, 602, 198]","[array([[770, 184,   0, -28],
       [730, 182,   0,  -2],
       [548, 184,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[912,  54,  -2,   0],
       [832,  58,  -2,  -2],
       [474,  62,   0,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000091_fc_268_processed.jpg,-3.2561557314986675,449.963256067255,"[130, 48, 1081, 1081]","[273, 191, 619, 194]","[array([[798, 200,  24, -24],
       [622, 192,   0,   0],
       [668, 192,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[184,  48,  -2,   0],
       [206,  48,   0,   0],
       [332,  48,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000092_fc_271_processed.jpg,-20.206409463505693,449.5211178325074,"[135, 51, 1073, 1073]","[270, 183, 608, 202]","[array([[794, 186,   0, -22],
       [794, 186,   0,   0],
       [460, 188,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[248,  52,   0,   0],
       [572,  52,  -2,   0],
       [786,  58,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000093_fc_274_processed.jpg,-37.127971242823534,448.4406851660384,"[133, 54, 1061, 1061]","[264, 188, 611, 192]","[array([[750, 202,  -2, -28],
       [782, 202,  10, -18],
       [536, 190,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[822,  54,  -2,  -2],
       [782,  58,   0,  -2],
       [968,  56,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000094_fc_277_processed.jpg,-53.99681341372858,446.7234922208108,"[135, 56, 1058, 1058]","[263, 184, 609, 198]","[array([[824, 186,  -2,  -8],
       [430, 190,   0,   0],
       [534, 190,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[238,  56,   0,   0],
       [458,  56,   0,   0],
       [782,  56,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000095_fc_279_processed.jpg,-70.78898317934394,444.3719773131834,"[135, 57, 1056, 1056]","[261, 184, 608, 199]","[array([[302, 184,   0,   0],
       [512, 186,   0,   0],
       [860, 186,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[1038,   58,    0,    0],
       [ 516,   60,    0,    0],
       [ 522,   60,    0,    0],
       ...,
       [   0,    0,    0,    0],
       [   0,    0,    0,    0],
       [   0,    0,    0,    0]], dtype=int64)]"
camera_output/circle1/000096_fc_283_processed.jpg,-87.48063661324963,441.3894794606396,"[132, 54, 1058, 1058]","[263, 185, 612, 207]","[array([[510, 186,  -2,   0],
       [712, 216,  18, -30],
       [816, 190,   0,  -2],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[818,  54,  -2,   0],
       [778,  56,  -2,   0],
       [894,  56,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000097_fc_285_processed.jpg,-104.04807251650196,437.7802336405729,"[134, 57, 1047, 1047]","[259, 184, 609, 202]","[array([[856, 184,   0,   0],
       [450, 188,  -2,   0],
       [530, 190,  -2,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[814,  60,   0, -10],
       [456,  62,   0,  -2],
       [814,  60,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
camera_output/circle1/000098_fc_288_processed.jpg,-120.46776607198905,433.5493647768594,"[126, 54, 1061, 1061]","[259, 189, 613, 206]","[array([[632, 190,   0,   2],
       [766, 196,  -2,  -2],
       [798, 194,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64), array([[360,  54,  -2,   0],
       [892,  54,  -2,   0],
       [898,  54,   0,   0],
       ...,
       [  0,   0,   0,   0],
       [  0,   0,   0,   0],
       [  0,   0,   0,   0]], dtype=int64)]"
